,Country name,Country Code,Region,Region Code,Year of Survey,Survey Type,Subsample,Total population,Children (aged 0-14),Youth (aged 15-24),Adult (aged 25-64),Elderly (aged 65+),Urban Population (% of total Population), Working Age Population (aged 15-64 (% of total Pop.)),Dependency Rate (all compared to 15-64),Youth Dependency Rate (younger than 15 compared to 15-64),Old Age Dependency Rate (older than 64 compared to 15-64),Labor Force (aged 15-64),Labor Force Participation Rate (aged 15-64),Female Labor Force Participation Rate (aged 15-64),Not in labor force or education rate among youth (aged 15-24),Employment to Population Ratio (aged 15-64),Share of workers (aged 15-64) with more than one jobs in last week,Employment to Labor Force Ratio (aged 15-64 ),Unemployment Rate (aged 15-64),Youth Employment to Labor Force Ratio (aged 15-24),Youth Unemployment Rate (aged 15-24),Wage employees (aged 15-64) ,Unpaid or Self-employed (age 15-64),Employers (aged 15-64),Informal jobs (aged 15-64),Formal jobs (aged 15-64),Share of work contract,Share of health insurance,Share of social security,Public sector employment (aged 15-64), Agriculture (aged 15-64), Industry (aged 15-64), Services (aged 15-64), Female in non-agricultural employment (aged 15-64),Youth in non-agricultural employment (aged 15-64), Mining (aged 15-64), Manufacturing (aged 15-64), Public utilities (aged 15-64), Construction (aged 15-64), Commerce (aged 15-64),Transport & Communication (aged 15-64),Financial and Business Services (aged 15-64),Public Administration (aged 15-64), Other services (aged 15-64), Senior Officials (aged 15-64), Professionals (aged 15-64), Technicians (aged 15-64), Clerks (aged 15-64), Service and Market Sales (aged 15-64), Skilled Agriculture (aged 15-64), Craft Workers (aged 15-64), Machine Operators (aged 15-64), Elementary Occupations (aged 15-64), Armed Forces,Average weekly working hours,Underemployment ( <35 hours per week),Excessive working hours (>48 hours per week),Median Earnings for wage workers per hour (local nominal currency),Median Earnings for wage workers per hour (deflated to 2010  local currency val),Real Median Hourly  Wages in USD (base 2010) (PPP adjusted),Median Earnings for wage workers per month ( local nominal currency),Median Earnings for wage workers per month (deflated to 2010 local currency valu),Real Median Monthly Wages in USD (base 2010) (PPP adjusted),Median Earnings for wage workers per month in agriculture (local nominal currenc),Median Earnings for wage workers per month in industry (local nominal currency),Median Earnings for wage workers per month in service (local nominal currency),Female to Male gender wage gap,Public to Private wage gap, No Education, Primary Education, Secondary Education, Post Secondary Education
1606,Costa Rica,CRI,Latin America and Caribbean,LCN,2003,ehpm,Higher education,1957986,0.24,0.28,0.46,0.02,0.7,0.74,0.36,0.31,0.06,950297.0,0.66,0.53,0.08,0.62,0.07,0.94,0.06,0.86,0.14,0.75,0.17,0.09,0.39,0.61,,0.61,0.61,0.21,0.05,0.21,0.74,0.98,0.93,0.0,0.15,0.02,0.04,0.27,0.06,0.12,0.07,0.22,0.04,0.18,0.17,0.12,0.17,0.01,0.1,0.08,0.13,0.0,45.0,0.17,0.31,801.28,1613.53,2.37,144231.0,290434.56,426.56,93749.99,129900.01,153910.86,1.04,1.99,0.0,0.0,0.65,0.35
1607,Costa Rica,CRI,Latin America and Caribbean,LCN,2003,ehpm,Lower education,2127551,0.33,0.14,0.43,0.1,0.49,0.57,0.36,0.31,0.06,750896.0,0.62,0.35,0.31,0.58,0.05,0.93,0.07,0.85,0.15,0.66,0.26,0.08,0.61,0.39,,0.39,0.39,0.04,0.27,0.25,0.49,0.91,0.7,0.0,0.13,0.01,0.1,0.23,0.06,0.04,0.02,0.14,0.0,0.0,0.05,0.02,0.15,0.08,0.14,0.1,0.45,0.0,45.0,0.22,0.38,500.0,1006.84,1.48,90000.0,181230.89,266.17,80568.93,98503.16,91875.0,1.04,1.99,0.09,0.27,0.64,0.0
1608,Costa Rica,CRI,Latin America and Caribbean,LCN,2003,ehpm,Male,2015715,0.3,0.21,0.43,0.06,0.58,0.64,0.36,0.31,0.06,1089851.0,0.84,,0.06,0.79,0.07,0.94,0.06,0.87,0.13,0.7,0.2,0.1,0.48,0.52,,0.52,0.52,0.1,0.2,0.27,0.53,,0.78,0.0,0.15,0.02,0.1,0.24,0.08,0.08,0.05,0.08,0.03,0.07,0.13,0.05,0.12,0.06,0.15,0.11,0.27,0.0,45.0,0.14,0.4,619.56,1247.6,1.83,111521.25,224567.73,329.82,82997.89,112047.16,126509.48,,1.99,0.05,0.15,0.65,0.15
1609,Costa Rica,CRI,Latin America and Caribbean,LCN,2003,ehpm,Old worker,1821167,0.0,0.0,1.0,0.0,0.61,1.0,0.36,0.31,0.06,1281149.0,0.7,0.49,,0.67,0.07,0.96,0.04,,,0.67,0.23,0.1,0.47,0.53,,0.53,0.53,0.16,0.14,0.22,0.64,0.96,,0.0,0.14,0.02,0.06,0.24,0.06,0.09,0.06,0.2,0.03,0.12,0.13,0.07,0.15,0.05,0.12,0.09,0.24,0.0,45.0,0.18,0.35,684.05,1377.45,2.02,123128.45,247940.88,364.15,86256.47,123626.25,140058.94,1.04,1.99,0.06,0.18,0.6,0.16
1610,Costa Rica,CRI,Latin America and Caribbean,LCN,2003,ehpm,Rural,1675012,0.33,0.2,0.42,0.05,0.0,0.62,0.36,0.31,0.06,637889.0,0.61,0.35,0.22,0.57,0.06,0.93,0.07,0.86,0.14,0.68,0.24,0.08,0.56,0.44,,0.44,0.44,0.09,0.33,0.2,0.47,0.88,0.66,0.0,0.11,0.01,0.07,0.21,0.05,0.04,0.03,0.14,0.01,0.05,0.07,0.04,0.14,0.09,0.1,0.08,0.41,0.0,45.0,0.22,0.35,561.71,1131.09,1.66,101106.39,203596.72,299.02,84035.38,111935.41,113211.62,1.04,1.99,0.07,0.22,0.64,0.08
1611,Costa Rica,CRI,Latin America and Caribbean,LCN,2003,ehpm,Total,4085537,0.29,0.2,0.45,0.06,0.59,0.65,0.54,0.45,0.09,1701193.0,0.64,0.45,0.16,0.6,0.06,0.93,0.07,0.85,0.15,0.71,0.21,0.08,0.49,0.51,,0.51,0.51,0.14,0.14,0.23,0.63,0.96,0.84,0.0,0.14,0.01,0.07,0.25,0.06,0.08,0.05,0.19,0.03,0.1,0.12,0.08,0.16,0.04,0.12,0.09,0.27,0.0,45.0,0.2,0.34,622.48,1253.48,1.84,112047.16,225626.73,331.38,82938.83,112047.16,123626.25,1.04,1.99,0.05,0.15,0.64,0.16
1612,Costa Rica,CRI,Latin America and Caribbean,LCN,2003,ehpm,Urban,2410525,0.26,0.21,0.46,0.07,1.0,0.67,0.36,0.31,0.06,1063304.0,0.66,0.51,0.13,0.62,0.06,0.93,0.07,0.85,0.15,0.72,0.19,0.08,0.44,0.56,,0.56,0.56,0.17,0.03,0.24,0.73,0.99,0.96,0.0,0.16,0.02,0.07,0.28,0.06,0.11,0.06,0.21,0.03,0.13,0.15,0.1,0.17,0.01,0.12,0.09,0.19,0.0,45.0,0.18,0.33,679.32,1367.94,2.01,122142.85,246228.53,361.23,80295.0,112500.0,129900.01,1.04,1.99,0.03,0.1,0.64,0.22
1613,Costa Rica,CRI,Latin America and Caribbean,LCN,2003,ehpm,Young worker,829714,0.0,1.0,0.0,0.0,0.6,1.0,0.36,0.31,0.06,420044.0,0.51,0.36,0.16,0.43,0.02,0.85,0.15,0.85,0.15,0.83,0.14,0.03,0.56,0.44,,0.44,0.44,0.07,0.16,0.24,0.6,0.95,0.84,0.0,0.15,0.01,0.08,0.3,0.04,0.08,0.02,0.16,0.0,0.05,0.09,0.11,0.19,0.02,0.1,0.07,0.37,0.0,45.0,0.24,0.31,517.02,1041.11,1.53,93063.83,187400.47,275.23,75071.09,93749.99,97425.0,1.04,1.99,0.02,0.1,0.73,0.15
1614,Costa Rica,CRI,Latin America and Caribbean,LCN,2004,ehpm,Female,2116287,0.28,0.19,0.46,0.07,0.6,0.66,0.36,0.3,0.06,602209.0,0.43,0.43,0.26,0.4,0.05,0.91,0.09,0.81,0.19,0.71,0.24,0.04,0.49,0.51,,0.51,0.51,0.21,0.04,0.13,0.83,0.96,0.95,0.0,0.12,0.01,0.0,0.29,0.02,0.08,0.06,0.39,0.02,0.15,0.1,0.13,0.22,0.01,0.05,0.04,0.27,0.0,45.0,0.29,0.21,694.44,1245.06,2.05,124496.85,224110.34,368.19,96449.84,116715.78,131867.81,,1.98,0.04,0.15,0.64,0.16
1615,Costa Rica,CRI,Latin America and Caribbean,LCN,2004,ehpm,Higher education,2019564,0.24,0.27,0.47,0.02,0.7,0.74,0.36,0.3,0.06,962915.0,0.64,0.51,0.08,0.6,0.06,0.93,0.07,0.85,0.15,0.74,0.18,0.09,0.38,0.62,,0.62,0.62,0.22,0.05,0.21,0.75,0.99,0.93,0.0,0.15,0.02,0.04,0.27,0.06,0.12,0.07,0.22,0.05,0.18,0.17,0.12,0.16,0.01,0.1,0.08,0.13,0.0,45.0,0.16,0.31,858.52,1539.22,2.54,154532.81,277059.19,457.03,113858.53,138750.0,161730.88,1.07,1.98,0.0,0.0,0.65,0.35
1616,Costa Rica,CRI,Latin America and Caribbean,LCN,2004,ehpm,Lower education,2159191,0.33,0.13,0.44,0.1,0.49,0.57,0.36,0.3,0.06,749892.0,0.61,0.34,0.31,0.57,0.05,0.94,0.06,0.86,0.14,0.65,0.28,0.07,0.6,0.4,,0.41,0.41,0.05,0.26,0.25,0.49,0.91,0.69,0.0,0.13,0.01,0.1,0.23,0.06,0.04,0.03,0.14,0.0,0.0,0.05,0.02,0.15,0.08,0.14,0.11,0.44,0.0,45.0,0.2,0.4,541.67,971.14,1.6,97500.01,174806.05,288.35,92654.38,106958.02,97038.54,1.07,1.98,0.08,0.27,0.64,0.0
1617,Costa Rica,CRI,Latin America and Caribbean,LCN,2004,ehpm,Male,2062468,0.29,0.21,0.44,0.06,0.58,0.65,0.36,0.3,0.06,1110598.0,0.83,,0.05,0.79,0.06,0.95,0.05,0.88,0.12,0.69,0.21,0.1,0.47,0.53,,0.53,0.53,0.11,0.2,0.27,0.53,,0.78,0.0,0.15,0.02,0.1,0.24,0.08,0.09,0.05,0.08,0.03,0.07,0.13,0.05,0.12,0.06,0.15,0.12,0.26,0.0,45.0,0.12,0.43,663.51,1189.6,1.96,119397.78,214127.61,353.11,94617.59,121781.25,132948.33,,1.98,0.05,0.15,0.65,0.15
1618,Costa Rica,CRI,Latin America and Caribbean,LCN,2004,ehpm,Old worker,1892364,0.0,0.0,1.0,0.0,0.61,1.0,0.36,0.3,0.06,1316981.0,0.7,0.48,,0.67,0.06,0.96,0.04,,,0.67,0.24,0.09,0.46,0.54,,0.54,0.54,0.16,0.14,0.22,0.64,0.96,,0.0,0.14,0.02,0.06,0.24,0.06,0.09,0.06,0.2,0.03,0.12,0.12,0.07,0.15,0.05,0.12,0.09,0.24,0.0,45.0,0.17,0.36,732.6,1313.46,2.17,131337.55,236423.5,388.43,98116.74,127962.77,147868.61,1.07,1.98,0.06,0.18,0.6,0.16
1619,Costa Rica,CRI,Latin America and Caribbean,LCN,2004,ehpm,Rural,1713500,0.32,0.2,0.43,0.05,0.0,0.63,0.36,0.3,0.06,637537.0,0.59,0.34,0.21,0.56,0.06,0.94,0.06,0.87,0.13,0.67,0.25,0.08,0.54,0.46,,0.46,0.46,0.09,0.33,0.21,0.47,0.88,0.66,0.0,0.12,0.01,0.07,0.2,0.05,0.04,0.03,0.14,0.01,0.05,0.08,0.04,0.13,0.1,0.11,0.08,0.4,0.0,45.0,0.21,0.35,614.36,1101.48,1.82,110585.11,198266.11,327.05,93372.63,116446.23,124496.85,1.07,1.98,0.07,0.21,0.64,0.08
1620,Costa Rica,CRI,Latin America and Caribbean,LCN,2004,ehpm,Total,4178755,0.29,0.2,0.45,0.06,0.59,0.65,0.53,0.44,0.1,1712807.0,0.63,0.43,0.16,0.59,0.06,0.93,0.07,0.86,0.14,0.7,0.22,0.08,0.48,0.52,,0.52,0.52,0.14,0.14,0.22,0.63,0.96,0.84,0.0,0.14,0.01,0.07,0.25,0.06,0.09,0.05,0.19,0.03,0.1,0.12,0.08,0.16,0.04,0.12,0.09,0.26,0.0,45.0,0.18,0.35,677.08,1213.93,2.0,121781.25,218507.56,360.16,94787.23,120000.01,132702.14,1.07,1.98,0.05,0.15,0.65,0.16
1621,Costa Rica,CRI,Latin America and Caribbean,LCN,2004,ehpm,Urban,2465255,0.26,0.2,0.47,0.07,1.0,0.67,0.36,0.3,0.06,1075270.0,0.65,0.49,0.12,0.61,0.05,0.93,0.07,0.85,0.15,0.72,0.2,0.08,0.44,0.56,,0.56,0.56,0.17,0.03,0.23,0.73,1.0,0.97,0.0,0.15,0.02,0.07,0.29,0.07,0.11,0.06,0.21,0.03,0.13,0.14,0.1,0.17,0.01,0.13,0.09,0.18,0.0,45.0,0.16,0.35,729.17,1307.31,2.16,131250.0,235315.86,388.17,104383.92,121781.25,135000.0,1.07,1.98,0.03,0.1,0.65,0.22
1622,Costa Rica,CRI,Latin America and Caribbean,LCN,2004,ehpm,Young worker,830547,0.0,1.0,0.0,0.0,0.59,1.0,0.36,0.3,0.06,395826.0,0.48,0.33,0.16,0.41,0.03,0.86,0.14,0.86,0.14,0.81,0.15,0.03,0.55,0.45,,0.45,0.45,0.06,0.16,0.24,0.6,0.95,0.84,0.0,0.15,0.01,0.08,0.32,0.05,0.08,0.01,0.14,0.0,0.04,0.09,0.11,0.19,0.02,0.1,0.08,0.36,0.0,45.0,0.21,0.32,563.19,1009.73,1.67,101351.36,181751.23,299.74,87583.5,100078.93,106635.64,1.07,1.98,0.02,0.09,0.74,0.15
1623,Costa Rica,CRI,Latin America and Caribbean,LCN,2005,ehpm,Female,2147435,0.27,0.2,0.47,0.07,0.6,0.66,0.35,0.29,0.06,677285.0,0.47,0.47,0.23,0.43,0.06,0.9,0.1,0.79,0.21,0.74,0.22,0.04,0.51,0.49,,0.49,0.49,0.2,0.05,0.13,0.83,0.95,0.94,0.0,0.12,0.0,0.0,0.28,0.02,0.07,0.05,0.41,0.02,0.15,0.1,0.12,0.24,0.01,0.05,0.03,0.28,0.0,45.0,0.31,0.21,760.4,1198.01,2.25,136395.0,215641.8,403.38,98041.25,129384.71,141707.06,,1.91,0.03,0.14,0.66,0.16
1624,Costa Rica,CRI,Latin America and Caribbean,LCN,2005,ehpm,Higher education,2111060,0.23,0.27,0.47,0.02,0.7,0.75,0.35,0.29,0.06,1044664.0,0.66,0.54,0.07,0.62,0.07,0.93,0.07,0.85,0.15,0.76,0.16,0.08,0.39,0.61,,0.61,0.61,0.22,0.05,0.2,0.74,0.98,0.92,0.0,0.15,0.02,0.04,0.26,0.07,0.12,0.07,0.24,0.05,0.18,0.17,0.12,0.16,0.01,0.1,0.07,0.14,0.0,45.0,0.17,0.3,919.15,1448.12,2.72,165000.0,260660.81,487.98,113211.62,151210.31,175137.19,1.01,1.91,0.0,0.0,0.67,0.33
1625,Costa Rica,CRI,Latin America and Caribbean,LCN,2005,ehpm,Lower education,2149160,0.33,0.13,0.44,0.1,0.49,0.57,0.35,0.29,0.06,795746.0,0.65,0.39,0.28,0.6,0.05,0.93,0.07,0.85,0.15,0.69,0.25,0.06,0.6,0.4,,0.4,0.4,0.05,0.27,0.24,0.5,0.9,0.7,0.0,0.13,0.01,0.1,0.23,0.06,0.03,0.02,0.16,0.0,0.0,0.05,0.02,0.16,0.07,0.14,0.11,0.44,0.0,45.0,0.22,0.38,622.48,980.72,1.84,112047.16,176529.84,331.38,102607.25,123223.53,112047.16,1.01,1.91,0.07,0.27,0.66,0.0
1626,Costa Rica,CRI,Latin America and Caribbean,LCN,2005,ehpm,Male,2112785,0.29,0.21,0.45,0.06,0.58,0.66,0.35,0.29,0.06,1163125.0,0.84,,0.05,0.8,0.06,0.95,0.05,0.89,0.11,0.72,0.19,0.09,0.47,0.53,,0.53,0.53,0.12,0.2,0.27,0.53,,0.77,0.0,0.15,0.02,0.1,0.23,0.09,0.08,0.05,0.09,0.03,0.07,0.13,0.05,0.12,0.06,0.15,0.12,0.26,0.0,45.0,0.13,0.4,741.17,1167.71,2.19,132702.36,210186.94,392.46,104659.29,134560.09,148351.5,,1.91,0.04,0.14,0.67,0.15
1627,Costa Rica,CRI,Latin America and Caribbean,LCN,2005,ehpm,Old worker,1953731,0.0,0.0,1.0,0.0,0.61,1.0,0.35,0.29,0.06,1421129.0,0.73,0.52,,0.7,0.07,0.96,0.04,,,0.7,0.22,0.09,0.46,0.54,,0.54,0.54,0.17,0.14,0.21,0.65,0.96,,0.0,0.14,0.01,0.06,0.23,0.07,0.08,0.06,0.21,0.04,0.12,0.13,0.07,0.15,0.05,0.12,0.09,0.24,0.0,45.0,0.19,0.34,803.37,1265.7,2.38,144375.0,227826.88,426.98,106635.64,142078.13,159375.0,1.01,1.91,0.05,0.17,0.62,0.16
1628,Costa Rica,CRI,Latin America and Caribbean,LCN,2005,ehpm,Rural,1746734,0.31,0.2,0.44,0.06,0.0,0.63,0.35,0.29,0.06,697986.0,0.63,0.39,0.18,0.59,0.06,0.94,0.06,0.86,0.14,0.7,0.23,0.08,0.55,0.45,,0.45,0.45,0.1,0.32,0.2,0.48,0.88,0.66,0.0,0.11,0.01,0.08,0.2,0.05,0.04,0.03,0.16,0.01,0.05,0.08,0.05,0.15,0.09,0.11,0.08,0.39,0.0,45.0,0.22,0.34,690.05,1087.17,2.04,124209.31,195691.28,367.34,103507.77,134456.58,137442.14,1.01,1.91,0.06,0.2,0.65,0.09
1629,Costa Rica,CRI,Latin America and Caribbean,LCN,2005,ehpm,Total,4260220,0.28,0.2,0.46,0.06,0.59,0.66,0.52,0.42,0.1,1840410.0,0.65,0.47,0.14,0.61,0.06,0.93,0.07,0.85,0.15,0.73,0.2,0.07,0.48,0.52,,0.52,0.52,0.15,0.14,0.22,0.64,0.95,0.83,0.0,0.14,0.01,0.07,0.24,0.06,0.08,0.05,0.2,0.03,0.1,0.12,0.08,0.16,0.04,0.12,0.09,0.27,0.0,45.0,0.19,0.33,745.43,1174.42,2.2,133928.44,211394.91,396.09,103507.77,134322.02,146137.5,1.01,1.91,0.04,0.14,0.66,0.15
1630,Costa Rica,CRI,Latin America and Caribbean,LCN,2005,ehpm,Urban,2513486,0.26,0.2,0.47,0.07,1.0,0.68,0.35,0.29,0.06,1142424.0,0.67,0.53,0.11,0.62,0.06,0.93,0.07,0.84,0.16,0.75,0.18,0.07,0.44,0.56,,0.56,0.56,0.18,0.04,0.23,0.74,0.99,0.96,0.0,0.16,0.01,0.06,0.27,0.07,0.11,0.06,0.23,0.04,0.14,0.14,0.1,0.17,0.01,0.12,0.1,0.19,0.0,45.0,0.18,0.33,789.32,1243.58,2.33,142078.13,223843.53,420.19,101484.37,133928.44,150000.0,1.01,1.91,0.03,0.1,0.67,0.2
1631,Costa Rica,CRI,Latin America and Caribbean,LCN,2005,ehpm,Young worker,856710,0.0,1.0,0.0,0.0,0.6,1.0,0.35,0.29,0.06,419281.0,0.49,0.36,0.14,0.42,0.03,0.85,0.15,0.85,0.15,0.85,0.13,0.02,0.55,0.45,,0.45,0.45,0.05,0.17,0.24,0.59,0.94,0.83,0.0,0.15,0.01,0.08,0.3,0.05,0.07,0.01,0.16,0.0,0.04,0.08,0.11,0.21,0.01,0.1,0.07,0.37,0.0,45.0,0.22,0.3,625.0,984.68,1.85,112500.0,177243.3,332.71,99923.08,117766.13,113324.06,1.01,1.91,0.02,0.08,0.76,0.14
1632,Costa Rica,CRI,Latin America and Caribbean,LCN,2006,ehpm,Female,2205542,0.26,0.2,0.48,0.07,0.6,0.67,0.35,0.29,0.06,703180.0,0.47,0.47,0.22,0.43,0.05,0.91,0.09,0.81,0.19,0.75,0.21,0.05,0.49,0.5,,0.51,0.51,0.19,0.04,0.13,0.83,0.96,0.95,0.0,0.12,0.01,0.0,0.28,0.02,0.08,0.05,0.41,0.02,0.15,0.11,0.12,0.23,0.01,0.04,0.03,0.28,0.0,45.0,0.29,0.19,858.52,1213.4,2.54,154532.81,218412.73,457.03,121874.99,151742.39,159954.02,,1.93,0.04,0.15,0.64,0.17
1633,Costa Rica,CRI,Latin America and Caribbean,LCN,2006,ehpm,Higher education,2175711,0.22,0.28,0.48,0.02,0.69,0.76,0.35,0.29,0.06,1081108.0,0.66,0.53,0.07,0.62,0.07,0.94,0.06,0.86,0.14,0.77,0.16,0.08,0.38,0.62,,0.62,0.62,0.22,0.05,0.2,0.75,0.98,0.93,0.0,0.14,0.02,0.04,0.26,0.07,0.11,0.07,0.24,0.04,0.18,0.17,0.12,0.15,0.01,0.1,0.08,0.13,0.0,45.0,0.16,0.28,1041.67,1472.27,3.08,187499.98,265007.72,554.52,141287.16,168750.0,199866.09,1.0,1.93,0.0,0.0,0.66,0.34
1634,Costa Rica,CRI,Latin America and Caribbean,LCN,2006,ehpm,Lower education,2174340,0.32,0.12,0.45,0.11,0.49,0.57,0.35,0.29,0.06,797443.0,0.64,0.39,0.29,0.6,0.05,0.94,0.06,0.86,0.14,0.65,0.27,0.07,0.61,0.39,,0.39,0.39,0.04,0.25,0.25,0.5,0.91,0.71,0.0,0.12,0.01,0.11,0.23,0.06,0.04,0.02,0.16,0.0,0.0,0.04,0.03,0.16,0.07,0.15,0.11,0.45,0.0,45.0,0.22,0.36,677.08,956.97,2.0,121874.99,172255.0,360.44,116715.78,133825.31,120535.72,1.0,1.93,0.07,0.29,0.64,0.0
1635,Costa Rica,CRI,Latin America and Caribbean,LCN,2006,ehpm,Male,2144509,0.28,0.21,0.45,0.06,0.58,0.66,0.35,0.29,0.06,1175371.0,0.84,,0.06,0.8,0.06,0.96,0.04,0.89,0.11,0.7,0.2,0.09,0.47,0.53,,0.53,0.53,0.11,0.19,0.27,0.54,,0.8,0.0,0.15,0.02,0.11,0.23,0.09,0.08,0.05,0.09,0.03,0.08,0.12,0.05,0.11,0.05,0.16,0.12,0.26,0.0,45.0,0.12,0.39,847.46,1197.78,2.51,152418.31,215599.5,450.77,118484.04,150000.0,171703.13,,1.93,0.04,0.15,0.66,0.15
1636,Costa Rica,CRI,Latin America and Caribbean,LCN,2006,ehpm,Old worker,2016859,0.0,0.0,1.0,0.0,0.61,1.0,0.35,0.29,0.06,1444951.0,0.72,0.51,,0.69,0.07,0.96,0.04,,,0.69,0.22,0.09,0.46,0.54,,0.54,0.54,0.17,0.13,0.22,0.65,0.96,,0.0,0.13,0.01,0.07,0.23,0.07,0.08,0.06,0.22,0.03,0.12,0.13,0.07,0.14,0.04,0.13,0.09,0.24,0.0,45.0,0.17,0.32,915.75,1294.3,2.71,164835.0,232973.59,487.49,123129.23,159242.56,183295.0,1.0,1.93,0.05,0.18,0.6,0.17
1637,Costa Rica,CRI,Latin America and Caribbean,LCN,2006,ehpm,Rural,1784553,0.31,0.2,0.44,0.06,0.0,0.63,0.35,0.29,0.06,705510.0,0.62,0.39,0.19,0.59,0.05,0.94,0.06,0.88,0.12,0.69,0.23,0.08,0.54,0.45,,0.46,0.46,0.1,0.3,0.21,0.49,0.88,0.69,0.0,0.11,0.01,0.08,0.2,0.05,0.04,0.03,0.16,0.01,0.06,0.07,0.04,0.15,0.08,0.11,0.08,0.4,0.0,45.0,0.2,0.33,789.89,1116.42,2.34,142180.84,200954.8,420.49,119708.17,151659.34,153911.2,1.0,1.93,0.06,0.2,0.64,0.1
1638,Costa Rica,CRI,Latin America and Caribbean,LCN,2006,ehpm,Total,4350051,0.27,0.2,0.46,0.07,0.59,0.67,0.5,0.41,0.1,1878551.0,0.65,0.47,0.14,0.61,0.06,0.94,0.06,0.86,0.14,0.72,0.21,0.08,0.48,0.52,,0.52,0.52,0.14,0.13,0.22,0.65,0.96,0.85,0.0,0.13,0.01,0.07,0.25,0.07,0.08,0.05,0.2,0.03,0.11,0.12,0.08,0.16,0.04,0.12,0.09,0.27,0.0,45.0,0.18,0.31,855.06,1208.52,2.53,153910.66,217533.41,455.19,118681.2,150000.0,164965.5,1.0,1.93,0.04,0.15,0.65,0.16
1639,Costa Rica,CRI,Latin America and Caribbean,LCN,2006,ehpm,Urban,2565498,0.24,0.21,0.48,0.07,1.0,0.69,0.35,0.29,0.06,1173041.0,0.67,0.52,0.11,0.63,0.06,0.94,0.06,0.85,0.15,0.74,0.19,0.07,0.44,0.56,,0.56,0.56,0.17,0.03,0.23,0.74,0.99,0.97,0.0,0.15,0.01,0.06,0.27,0.08,0.1,0.06,0.23,0.04,0.14,0.14,0.1,0.16,0.01,0.13,0.09,0.19,0.0,45.0,0.17,0.3,914.97,1293.2,2.71,164062.5,232775.19,485.21,115982.14,150000.0,171703.13,1.0,1.93,0.02,0.11,0.65,0.21
1640,Costa Rica,CRI,Latin America and Caribbean,LCN,2006,ehpm,Young worker,875967,0.0,1.0,0.0,0.0,0.6,1.0,0.35,0.29,0.06,433600.0,0.49,0.37,0.14,0.43,0.03,0.86,0.14,0.86,0.14,0.84,0.14,0.02,0.54,0.46,,0.46,0.46,0.05,0.15,0.23,0.62,0.95,0.85,0.0,0.14,0.01,0.07,0.31,0.05,0.08,0.02,0.16,0.0,0.04,0.09,0.12,0.2,0.01,0.1,0.07,0.35,0.0,45.0,0.21,0.29,721.67,1019.99,2.13,129384.71,183597.34,382.65,112500.0,128571.42,135937.5,1.0,1.93,0.02,0.09,0.74,0.15
1641,Costa Rica,CRI,Latin America and Caribbean,LCN,2007,ehpm,Female,2245731,0.25,0.2,0.48,0.07,0.6,0.68,0.34,0.28,0.06,742284.0,0.49,0.49,0.22,0.45,0.06,0.93,0.07,0.85,0.15,0.77,0.19,0.04,0.48,0.52,,0.52,0.52,0.18,0.05,0.13,0.82,0.95,0.94,0.0,0.11,0.01,0.01,0.27,0.02,0.09,0.05,0.38,0.02,0.15,0.11,0.13,0.22,0.01,0.04,0.03,0.28,0.0,46.0,0.29,0.21,937.5,1211.66,2.77,168750.0,218098.69,499.07,132979.53,150678.33,180000.0,,1.83,0.03,0.14,0.65,0.18
1642,Costa Rica,CRI,Latin America and Caribbean,LCN,2007,ehpm,Higher education,2259912,0.21,0.28,0.49,0.02,0.69,0.77,0.34,0.28,0.06,1156748.0,0.67,0.54,0.08,0.63,0.07,0.95,0.05,0.9,0.1,0.77,0.15,0.07,0.37,0.63,,0.63,0.63,0.21,0.05,0.2,0.76,0.98,0.93,0.0,0.13,0.01,0.05,0.27,0.07,0.13,0.07,0.22,0.05,0.17,0.17,0.13,0.15,0.01,0.09,0.07,0.15,0.0,46.0,0.16,0.31,1148.94,1484.93,3.4,206250.02,267286.94,609.98,149396.2,187499.98,217582.2,0.99,1.83,0.0,0.0,0.65,0.35
1643,Costa Rica,CRI,Latin America and Caribbean,LCN,2007,ehpm,Lower education,2179604,0.33,0.12,0.44,0.11,0.48,0.56,0.34,0.28,0.06,798223.0,0.65,0.4,0.28,0.62,0.06,0.95,0.05,0.88,0.12,0.7,0.23,0.06,0.58,0.42,,0.42,0.42,0.04,0.24,0.27,0.49,0.89,0.73,0.0,0.13,0.01,0.13,0.21,0.06,0.04,0.02,0.16,0.01,0.0,0.04,0.02,0.15,0.07,0.15,0.11,0.44,0.0,46.0,0.2,0.39,778.11,1005.65,2.3,140058.94,181017.31,414.22,131533.61,149349.0,138461.53,0.99,1.83,0.07,0.27,0.66,0.0
1644,Costa Rica,CRI,Latin America and Caribbean,LCN,2007,ehpm,Male,2193785,0.28,0.21,0.45,0.06,0.58,0.66,0.34,0.28,0.06,1212687.0,0.84,,0.05,0.82,0.06,0.97,0.03,0.92,0.08,0.73,0.18,0.09,0.44,0.56,,0.56,0.56,0.11,0.17,0.28,0.55,,0.82,0.0,0.14,0.01,0.12,0.23,0.09,0.09,0.05,0.09,0.04,0.07,0.12,0.06,0.11,0.05,0.16,0.12,0.26,0.0,46.0,0.11,0.42,947.19,1224.18,2.8,170000.0,220352.38,502.77,135044.25,164835.0,194850.0,,1.83,0.04,0.14,0.67,0.16
