,Country Code,Year of Survey,Country name,Region,Region Code,Survey Type,Subsample,Total population,Children (aged 0-14),Youth (aged 15-24),Adult (aged 25-64),Elderly (aged 65+),Urban Population (% of total Population), Working Age Population (aged 15-64 (% of total Pop.)),Dependency Rate (all compared to 15-64),Youth Dependency Rate (younger than 15 compared to 15-64),Old Age Dependency Rate (older than 64 compared to 15-64),Labor Force (aged 15-64),Labor Force Participation Rate (aged 15-64),Female Labor Force Participation Rate (aged 15-64),Not in labor force or education rate among youth (aged 15-24),Employment to Population Ratio (aged 15-64),Share of workers (aged 15-64) with more than one jobs in last week,Employment to Labor Force Ratio (aged 15-64 ),Unemployment Rate (aged 15-64),Youth Employment to Labor Force Ratio (aged 15-24),Youth Unemployment Rate (aged 15-24),Wage employees (aged 15-64) ,Unpaid or Self-employed (age 15-64),Employers (aged 15-64),Informal jobs (aged 15-64),Formal jobs (aged 15-64),Share of work contract,Share of health insurance,Share of social security,Public sector employment (aged 15-64), Agriculture (aged 15-64), Industry (aged 15-64), Services (aged 15-64), Female in non-agricultural employment (aged 15-64),Youth in non-agricultural employment (aged 15-64), Mining (aged 15-64), Manufacturing (aged 15-64), Public utilities (aged 15-64), Construction (aged 15-64), Commerce (aged 15-64),Transport & Communication (aged 15-64),Financial and Business Services (aged 15-64),Public Administration (aged 15-64), Other services (aged 15-64), Senior Officials (aged 15-64), Professionals (aged 15-64), Technicians (aged 15-64), Clerks (aged 15-64), Service and Market Sales (aged 15-64), Skilled Agriculture (aged 15-64), Craft Workers (aged 15-64), Machine Operators (aged 15-64), Elementary Occupations (aged 15-64), Armed Forces,Average weekly working hours,Underemployment ( <35 hours per week),Excessive working hours (>48 hours per week),Median Earnings for wage workers per hour (local nominal currency),Median Earnings for wage workers per hour (deflated to 2010  local currency val),Real Median Hourly  Wages in USD (base 2010) (PPP adjusted),Median Earnings for wage workers per month ( local nominal currency),Median Earnings for wage workers per month (deflated to 2010 local currency valu),Real Median Monthly Wages in USD (base 2010) (PPP adjusted),Median Earnings for wage workers per month in agriculture (local nominal currenc),Median Earnings for wage workers per month in industry (local nominal currency),Median Earnings for wage workers per month in service (local nominal currency),Female to Male gender wage gap,Public to Private wage gap, No Education, Primary Education, Secondary Education, Post Secondary Education
298,GEO,2013,Georgia,Europe and Central Asia,ECS,his,Old worker,1941483,0.0,0.0,1.0,0.0,0.58,1.0,0.34,0.17,0.16,1468227.23,0.78,0.69,,0.68,0.08,0.87,0.13,,,0.45,0.51,0.02,,,,0.89,,0.17,0.42,0.12,0.46,0.55,,0.01,0.06,0.02,0.04,0.14,0.06,0.04,0.22,0.01,0.05,0.14,0.09,0.02,0.12,0.41,0.06,0.06,0.05,0.0,30.0,0.67,0.33,1.06,0.99,1.32,169.49,158.75,211.83,71.02,153.13,177.08,0.93,1.09,0.0,0.0,0.06,0.93
299,GEO,2013,Georgia,Europe and Central Asia,ECS,his,Rural,1585844,0.17,0.14,0.52,0.18,0.0,0.65,0.34,0.17,0.16,762592.77,0.79,0.72,0.53,0.74,0.1,0.94,0.06,0.78,0.22,0.23,0.75,0.0,,,,0.89,,0.12,0.72,0.05,0.22,0.25,0.26,0.01,0.02,0.01,0.02,0.06,0.03,0.01,0.12,0.0,0.01,0.06,0.04,0.01,0.06,0.7,0.03,0.04,0.04,0.0,30.0,0.84,0.16,0.8,0.75,1.0,117.57,110.67,146.94,65.26,117.43,126.45,0.93,1.09,0.0,0.0,0.16,0.83
300,GEO,2013,Georgia,Europe and Central Asia,ECS,his,Total,3698237,0.18,0.14,0.52,0.15,0.57,0.67,0.5,0.27,0.23,1650409.82,0.67,0.61,0.6,0.56,0.08,0.84,0.16,0.65,0.35,0.46,0.5,0.01,,,,0.89,,0.17,0.42,0.12,0.46,0.56,0.55,0.01,0.06,0.02,0.04,0.14,0.06,0.04,0.22,0.01,0.05,0.14,0.1,0.02,0.12,0.41,0.06,0.05,0.05,0.0,30.0,0.67,0.33,1.05,0.98,1.31,171.31,160.77,214.11,71.81,154.43,179.58,0.93,1.09,0.0,0.0,0.15,0.84
301,GEO,2013,Georgia,Europe and Central Asia,ECS,his,Urban,2112392,0.19,0.15,0.53,0.14,1.0,0.68,0.34,0.17,0.16,887817.05,0.65,0.55,0.64,0.49,0.05,0.76,0.24,0.53,0.47,0.69,0.24,0.03,,,,0.9,,0.22,0.09,0.19,0.72,0.89,0.92,0.01,0.09,0.03,0.06,0.22,0.08,0.08,0.32,0.02,0.09,0.23,0.15,0.03,0.18,0.09,0.09,0.07,0.07,0.0,30.0,0.53,0.47,1.12,1.05,1.4,199.47,186.68,249.3,137.72,168.91,212.47,0.93,1.09,0.0,0.0,0.14,0.86
302,GEO,2013,Georgia,Europe and Central Asia,ECS,his,Young worker,528083,0.0,1.0,0.0,0.0,0.59,1.0,0.34,0.17,0.16,182182.58,0.4,0.27,0.6,0.26,0.02,0.65,0.35,0.65,0.35,0.49,0.46,0.01,,,,0.89,,0.14,0.45,0.08,0.48,0.62,0.55,0.0,0.05,0.01,0.01,0.15,0.04,0.11,0.18,0.0,0.03,0.12,0.13,0.03,0.13,0.43,0.04,0.02,0.04,0.0,30.0,0.67,0.33,0.98,0.92,1.23,192.81,180.25,240.98,81.78,171.01,198.84,0.93,1.09,0.0,0.0,0.39,0.61
303,GHA,2012,Ghana,Sub-Saharan Africa,SSF,lss,Female,13657776,0.37,0.19,0.38,0.05,0.51,0.58,0.45,0.4,0.05,6040308.2,0.77,0.77,0.16,0.75,0.15,0.98,0.02,0.95,0.05,0.13,0.81,0.05,0.13,0.05,0.39,0.17,0.27,0.27,0.44,0.12,0.44,0.56,0.47,0.01,0.11,0.0,0.0,0.38,0.0,0.01,0.01,0.05,0.01,0.04,0.01,0.01,0.38,0.4,0.11,0.0,0.04,0.0,40.0,0.39,0.29,1.23,1.04,1.65,225.0,189.57,300.94,100.0,150.0,300.0,,2.4,0.26,0.13,0.51,0.1
304,GHA,2012,Ghana,Sub-Saharan Africa,SSF,lss,Higher education,11393799,0.3,0.22,0.45,0.03,0.6,0.67,0.45,0.4,0.05,5898097.28,0.77,0.72,0.19,0.75,0.14,0.97,0.03,0.92,0.08,0.36,0.56,0.07,0.26,0.15,0.47,0.24,0.36,0.29,0.3,0.2,0.5,0.76,0.57,0.02,0.12,0.0,0.06,0.29,0.07,0.02,0.02,0.1,0.02,0.1,0.03,0.03,0.29,0.26,0.16,0.07,0.04,0.0,40.0,0.29,0.38,1.85,1.56,2.48,375.0,315.96,501.57,250.0,360.0,400.0,0.64,2.4,0.0,0.0,0.74,0.26
305,GHA,2012,Ghana,Sub-Saharan Africa,SSF,lss,Lower education,14953970,0.46,0.17,0.3,0.07,0.42,0.47,0.45,0.4,0.05,5677228.68,0.81,0.81,0.08,0.8,0.15,0.99,0.01,0.98,0.02,0.1,0.85,0.05,0.11,0.01,0.13,0.07,0.07,0.07,0.63,0.11,0.25,0.43,0.29,0.01,0.08,0.0,0.02,0.23,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.6,0.1,0.02,0.05,0.0,40.0,0.41,0.28,0.93,0.78,1.24,180.0,151.66,240.75,120.0,225.0,180.0,0.64,2.4,0.4,0.23,0.37,0.0
306,GHA,2012,Ghana,Sub-Saharan Africa,SSF,lss,Male,12689992,0.42,0.19,0.35,0.04,0.49,0.54,0.45,0.4,0.05,5535017.76,0.81,,0.11,0.79,0.14,0.98,0.02,0.96,0.04,0.33,0.6,0.07,0.25,0.11,0.39,0.21,0.31,0.22,0.5,0.2,0.3,,0.36,0.03,0.09,0.0,0.08,0.12,0.09,0.01,0.01,0.06,0.02,0.07,0.03,0.01,0.11,0.46,0.15,0.09,0.06,0.0,40.0,0.31,0.37,1.85,1.56,2.48,380.0,320.17,508.26,220.0,400.0,400.0,,2.4,0.14,0.11,0.59,0.16
307,GHA,2012,Ghana,Sub-Saharan Africa,SSF,lss,Old worker,9687037,0.0,0.0,1.0,0.0,0.54,1.0,0.45,0.4,0.05,8834789.34,0.91,0.89,,0.9,0.17,0.98,0.02,,,0.25,0.67,0.08,0.17,0.1,0.45,0.24,0.36,0.28,0.43,0.16,0.41,0.59,,0.02,0.1,0.0,0.04,0.27,0.05,0.01,0.01,0.06,0.02,0.06,0.02,0.01,0.26,0.39,0.13,0.05,0.04,0.0,40.0,0.3,0.36,1.85,1.56,2.48,370.0,311.74,494.88,220.0,400.0,400.0,0.64,2.4,0.28,0.11,0.51,0.1
308,GHA,2012,Ghana,Sub-Saharan Africa,SSF,lss,Rural,13143186,0.42,0.18,0.34,0.06,0.0,0.52,0.45,0.4,0.05,5762276.84,0.84,0.83,0.1,0.83,0.2,0.99,0.01,0.98,0.02,0.11,0.86,0.03,0.1,0.03,0.3,0.13,0.22,0.22,0.73,0.11,0.16,0.29,0.23,0.02,0.07,0.0,0.02,0.11,0.02,0.0,0.0,0.03,0.01,0.02,0.01,0.0,0.12,0.69,0.08,0.03,0.04,0.0,40.0,0.45,0.23,1.75,1.47,2.34,300.0,252.77,401.26,120.0,315.0,340.0,0.64,2.4,0.29,0.15,0.5,0.06
309,GHA,2012,Ghana,Sub-Saharan Africa,SSF,lss,Total,26347768,0.39,0.19,0.37,0.05,0.5,0.56,0.8,0.71,0.09,11575325.96,0.79,0.77,0.14,0.77,0.15,0.98,0.02,0.95,0.05,0.23,0.71,0.06,,,0.39,0.2,0.29,0.24,0.47,0.16,0.37,0.56,0.41,0.02,0.1,0.0,0.04,0.26,0.05,0.01,0.01,0.05,0.01,0.05,0.02,0.01,0.25,0.43,0.13,0.05,0.05,0.0,40.0,0.35,0.33,1.62,1.37,2.17,315.0,265.4,421.32,200.0,330.0,350.0,0.64,2.4,0.21,0.12,0.55,0.13
310,GHA,2012,Ghana,Sub-Saharan Africa,SSF,lss,Urban,13204582,0.36,0.2,0.4,0.04,1.0,0.59,0.45,0.4,0.05,5813049.12,0.74,0.72,0.17,0.72,0.09,0.97,0.03,0.91,0.09,0.36,0.55,0.09,0.27,0.13,0.42,0.22,0.32,0.24,0.18,0.21,0.61,0.85,0.72,0.02,0.14,0.0,0.06,0.41,0.08,0.02,0.02,0.08,0.02,0.08,0.03,0.02,0.39,0.15,0.18,0.07,0.05,0.0,40.0,0.26,0.43,1.59,1.34,2.12,337.5,284.36,451.41,250.0,337.5,350.0,0.64,2.4,0.13,0.09,0.6,0.19
311,GHA,2012,Ghana,Sub-Saharan Africa,SSF,lss,Young worker,4991148,0.0,1.0,0.0,0.0,0.52,1.0,0.45,0.4,0.05,2740536.62,0.55,0.53,0.14,0.52,0.08,0.95,0.05,0.95,0.05,0.16,0.82,0.01,0.23,0.02,0.17,0.06,0.07,0.07,0.59,0.15,0.26,0.47,0.41,0.02,0.1,0.0,0.03,0.2,0.03,0.01,0.0,0.03,0.0,0.02,0.01,0.01,0.21,0.53,0.13,0.02,0.06,0.0,40.0,0.53,0.22,0.83,0.7,1.11,150.0,126.38,200.63,100.0,180.0,150.0,0.64,2.4,0.07,0.14,0.62,0.17
312,GIN,2012,Guinea,Sub-Saharan Africa,SSF,elep,Female,5849016,0.42,0.18,0.37,0.03,0.32,0.55,0.47,0.43,0.04,1982194.0,0.67,0.67,0.22,0.65,1.11,0.96,0.04,0.95,0.05,0.04,0.93,0.01,,,,,,0.02,0.68,0.03,0.29,0.32,0.31,0.01,0.02,0.0,0.0,0.0,0.21,0.01,0.01,0.05,,,,,,,,,,,43.0,0.24,0.24,3401.36,2432.57,1.56,750000.0,536382.69,342.99,100000.0,750000.0,750000.0,,1.0,0.0,0.34,0.59,0.07
313,GIN,2012,Guinea,Sub-Saharan Africa,SSF,elep,Higher education,8727956,0.37,0.18,0.4,0.05,0.3,0.58,0.47,0.43,0.04,3259921.19,0.7,0.69,0.19,0.67,1.15,0.96,0.04,0.95,0.05,0.1,0.86,0.01,,,,,,0.05,0.67,0.08,0.26,0.3,0.28,0.01,0.03,0.02,0.02,0.0,0.15,0.02,0.02,0.06,,,,,,,,,,,43.0,0.2,0.3,3472.22,2483.25,1.59,750000.0,536382.69,342.99,350000.0,750000.0,750000.0,1.0,1.0,0.0,0.0,0.86,0.14
314,GIN,2012,Guinea,Sub-Saharan Africa,SSF,elep,Lower education,2524111,0.69,0.17,0.13,0.01,0.41,0.3,0.47,0.43,0.04,409855.47,0.59,0.56,0.17,0.56,1.17,0.95,0.05,0.92,0.08,0.09,0.81,0.01,,,,,,0.02,0.53,0.11,0.35,0.53,0.42,0.01,0.03,0.03,0.05,0.0,0.19,0.01,0.01,0.14,,,,,,,,,,,43.0,0.2,0.33,2777.78,1986.6,1.27,350000.0,250311.94,160.06,350000.0,750000.0,350000.0,1.0,1.0,0.01,0.7,0.29,0.0
315,GIN,2012,Guinea,Sub-Saharan Africa,SSF,elep,Male,5403051,0.47,0.18,0.3,0.06,0.33,0.48,0.47,0.43,0.04,1687582.66,0.7,,0.14,0.67,1.2,0.95,0.05,0.93,0.07,0.16,0.78,0.02,,,,,,0.06,0.62,0.14,0.24,,0.31,0.01,0.03,0.05,0.05,0.0,0.08,0.04,0.03,0.1,,,,,,,,,,,43.0,0.15,0.37,3472.22,2483.25,1.59,750000.0,536382.69,342.99,350000.0,750000.0,750000.0,,1.0,0.0,0.29,0.63,0.08
316,GIN,2012,Guinea,Sub-Saharan Africa,SSF,elep,Old worker,3784643,0.0,0.0,1.0,0.0,0.32,1.0,0.47,0.43,0.04,2836698.55,0.83,0.78,,0.8,1.17,0.96,0.04,,,0.11,0.87,0.01,,,,,,0.05,0.64,0.08,0.28,0.32,,0.01,0.03,0.02,0.02,0.0,0.17,0.03,0.02,0.06,,,,,,,,,,,43.0,0.19,0.31,3623.19,2591.22,1.66,750000.0,536382.69,342.99,350000.0,750000.0,750000.0,1.0,1.0,0.0,0.36,0.55,0.08
317,GIN,2012,Guinea,Sub-Saharan Africa,SSF,elep,Rural,7618820,0.47,0.15,0.34,0.05,0.0,0.48,0.47,0.43,0.04,2571499.91,0.77,0.75,0.2,0.76,1.18,0.98,0.02,0.98,0.02,0.03,0.95,0.01,,,,,,0.01,0.86,0.05,0.1,0.13,0.13,0.01,0.02,0.01,0.01,0.0,0.06,0.0,0.01,0.03,,,,,,,,,,,43.0,0.22,0.25,2976.19,2128.5,1.36,350000.0,536382.69,160.06,100000.0,350000.0,750000.0,1.0,1.0,0.01,0.44,0.52,0.03
318,GIN,2012,Guinea,Sub-Saharan Africa,SSF,elep,Total,11252067,0.44,0.18,0.34,0.04,0.32,0.52,0.94,0.86,0.08,3669776.66,0.63,0.67,0.18,0.6,1.15,0.96,0.04,0.94,0.06,0.1,0.86,0.01,,,,,,0.04,0.65,0.08,0.27,0.32,0.31,0.01,0.03,0.02,0.02,0.0,0.15,0.02,0.02,0.07,,,,,,,,,,,43.0,0.2,0.3,3472.22,2483.25,1.59,750000.0,536382.69,342.99,350000.0,750000.0,750000.0,1.0,1.0,0.0,0.31,0.61,0.08
319,GIN,2012,Guinea,Sub-Saharan Africa,SSF,elep,Urban,3633247,0.38,0.25,0.34,0.03,1.0,0.58,0.47,0.43,0.04,1098276.76,0.55,0.53,0.17,0.49,1.07,0.89,0.11,0.84,0.16,0.27,0.63,0.02,,,,,,0.12,0.12,0.17,0.71,0.86,0.9,0.01,0.04,0.05,0.06,0.01,0.4,0.07,0.05,0.18,,,,,,,,,,,43.0,0.14,0.43,3703.7,2648.8,1.69,750000.0,536382.69,342.99,750000.0,750000.0,750000.0,1.0,1.0,0.0,0.21,0.69,0.11
320,GIN,2012,Guinea,Sub-Saharan Africa,SSF,elep,Young worker,2018008,0.0,1.0,0.0,0.0,0.45,1.0,0.47,0.43,0.04,833078.11,0.44,0.47,0.18,0.41,1.06,0.94,0.06,0.94,0.06,0.04,0.84,0.01,,,,,,0.01,0.69,0.07,0.23,0.31,0.31,0.01,0.03,0.02,0.02,0.0,0.1,0.01,0.01,0.12,,,,,,,,,,,43.0,0.23,0.28,1808.79,1293.6,0.83,350000.0,250311.94,160.06,0.0,350000.0,350000.0,1.0,1.0,0.0,0.28,0.65,0.07
321,GMB,2015,Gambia (The),Sub-Saharan Africa,SSF,ihs,Female,1007593,0.41,0.21,0.35,0.03,0.55,0.56,0.51,0.47,0.04,310261.27,0.56,0.56,0.34,0.54,0.06,0.98,0.02,0.95,0.05,0.17,0.83,0.0,0.56,0.05,,0.05,0.09,0.27,0.53,0.03,0.44,0.47,0.32,0.0,0.03,0.0,0.0,0.27,0.03,0.01,0.07,0.07,0.01,0.05,0.01,0.01,0.32,0.52,0.03,0.0,0.05,0.0,,,,11.11,8.5,1.04,2000.0,1530.44,187.67,2000.0,2900.0,2000.0,,0.89,0.56,0.07,0.28,0.09
322,GMB,2015,Gambia (The),Sub-Saharan Africa,SSF,ihs,Higher education,530626,0.2,0.39,0.4,0.01,0.73,0.79,0.51,0.47,0.04,224115.63,0.54,0.38,0.27,0.5,0.04,0.93,0.07,0.85,0.15,0.51,0.49,0.0,0.52,0.27,,0.22,0.34,0.31,0.18,0.16,0.67,0.76,0.59,0.0,0.07,0.02,0.07,0.2,0.11,0.02,0.27,0.07,0.02,0.18,0.05,0.03,0.31,0.17,0.15,0.04,0.02,0.01,,,,16.67,12.75,1.56,3000.0,2295.67,281.5,3000.0,3000.0,3000.0,0.67,0.89,0.0,0.0,0.67,0.33
323,GMB,2015,Gambia (The),Sub-Saharan Africa,SSF,ihs,Lower education,1392293,0.53,0.12,0.31,0.04,0.48,0.44,0.51,0.47,0.04,446917.32,0.74,0.65,0.26,0.73,0.07,0.99,0.01,0.98,0.02,0.14,0.86,0.0,0.6,0.02,,0.02,0.03,0.3,0.53,0.13,0.35,0.37,0.28,0.0,0.08,0.0,0.04,0.22,0.05,0.0,0.03,0.04,0.0,0.01,0.01,0.0,0.25,0.52,0.13,0.05,0.04,0.0,,,,11.11,8.5,1.04,2000.0,1530.44,187.67,2000.0,2800.0,2000.0,0.67,0.89,0.8,0.11,0.09,0.0
324,GMB,2015,Gambia (The),Sub-Saharan Africa,SSF,ihs,Male,915326,0.46,0.18,0.33,0.03,0.55,0.51,0.51,0.47,0.04,360771.68,0.78,,0.17,0.75,0.06,0.96,0.04,0.92,0.08,0.34,0.66,0.0,0.59,0.14,,0.13,0.19,0.34,0.31,0.22,0.47,,0.47,0.0,0.12,0.01,0.09,0.17,0.1,0.01,0.14,0.04,0.01,0.08,0.03,0.01,0.23,0.3,0.22,0.08,0.02,0.01,,,,16.67,12.75,1.56,3000.0,2295.67,281.5,2500.0,3000.0,3000.0,,0.89,0.47,0.07,0.31,0.15
325,GMB,2015,Gambia (The),Sub-Saharan Africa,SSF,ihs,Old worker,650647,0.0,0.0,1.0,0.0,0.59,1.0,0.51,0.47,0.04,504899.97,0.78,0.67,,0.77,0.07,0.98,0.02,,,0.29,0.71,0.0,0.65,0.12,,0.1,0.15,0.35,0.35,0.14,0.51,0.52,,0.0,0.07,0.01,0.06,0.24,0.08,0.01,0.13,0.06,0.01,0.07,0.03,0.01,0.3,0.35,0.14,0.05,0.03,0.01,,,,16.22,12.41,1.52,2920.0,2234.45,274.0,2500.0,3000.0,2800.0,0.67,0.89,0.66,0.05,0.17,0.11
326,GMB,2015,Gambia (The),Sub-Saharan Africa,SSF,ihs,Rural,865471,0.49,0.17,0.31,0.03,0.0,0.48,0.51,0.47,0.04,339788.94,0.83,0.8,0.12,0.82,0.09,0.99,0.01,0.98,0.02,0.1,0.9,0.0,0.45,0.03,,0.04,0.07,0.13,0.76,0.06,0.17,0.14,0.11,0.0,0.03,0.0,0.03,0.08,0.02,0.0,0.05,0.01,0.01,0.03,0.01,0.0,0.1,0.75,0.06,0.02,0.02,0.0,,,,15.56,11.9,1.46,2800.0,2142.62,262.74,2000.0,3000.0,2800.0,0.67,0.89,0.68,0.07,0.19,0.06
327,GMB,2015,Gambia (The),Sub-Saharan Africa,SSF,ihs,Total,1922919,0.44,0.2,0.34,0.03,0.55,0.54,0.87,0.81,0.05,671032.95,0.65,0.56,0.27,0.63,0.06,0.97,0.03,0.93,0.07,0.27,0.73,0.0,0.85,0.15,,0.09,0.15,0.31,0.4,0.14,0.46,0.47,0.4,0.0,0.08,0.01,0.05,0.21,0.07,0.01,0.11,0.05,0.01,0.07,0.02,0.01,0.27,0.4,0.14,0.05,0.03,0.01,,,,14.64,11.21,1.37,2636.0,2017.13,247.35,2500.0,3000.0,2500.0,0.67,0.89,0.52,0.07,0.29,0.12
328,GMB,2015,Gambia (The),Sub-Saharan Africa,SSF,ihs,Urban,1057447,0.39,0.22,0.37,0.02,1.0,0.58,0.51,0.47,0.04,331244.0,0.54,0.39,0.36,0.52,0.02,0.95,0.05,0.85,0.15,0.41,0.59,0.0,0.71,0.17,,0.13,0.19,0.49,0.1,0.2,0.7,0.86,0.84,0.0,0.12,0.01,0.07,0.33,0.11,0.01,0.16,0.09,0.01,0.1,0.04,0.02,0.41,0.1,0.21,0.06,0.05,0.01,,,,13.89,10.63,1.3,2500.0,1913.06,234.59,2500.0,3000.0,2500.0,0.67,0.89,0.4,0.07,0.37,0.16
329,GMB,2015,Gambia (The),Sub-Saharan Africa,SSF,ihs,Young worker,378847,0.0,1.0,0.0,0.0,0.61,1.0,0.51,0.47,0.04,166132.97,0.44,0.37,0.27,0.41,0.04,0.93,0.07,0.93,0.07,0.19,0.81,0.0,0.34,0.04,,0.07,0.1,0.17,0.6,0.13,0.27,0.32,0.4,0.0,0.09,0.0,0.04,0.12,0.05,0.01,0.06,0.04,0.0,0.05,0.01,0.01,0.15,0.59,0.14,0.03,0.03,0.01,,,,11.11,8.5,1.04,2000.0,1530.44,187.67,1800.0,2500.0,2000.0,0.67,0.89,0.29,0.11,0.48,0.12
330,GNB,2010,Guinea-Bissau,Sub-Saharan Africa,SSF,ilap,Female,753199,0.41,0.22,0.34,0.03,0.39,0.56,0.46,0.42,0.03,260436.16,0.62,0.62,0.22,0.6,0.45,0.97,0.03,0.96,0.04,0.04,0.96,0.0,,,,,,0.02,0.77,0.02,0.21,0.23,0.2,0.0,0.0,0.01,0.0,0.12,0.0,0.08,0.0,0.01,,,,,,,,,,,,,,,,,,,,,,,,,0.6,0.19,0.16,0.05
331,GNB,2010,Guinea-Bissau,Sub-Saharan Africa,SSF,ilap,Higher education,474919,0.59,0.19,0.22,0.0,0.51,0.41,0.46,0.42,0.03,116742.79,0.6,0.46,0.11,0.53,0.54,0.88,0.12,0.86,0.14,0.31,0.69,0.0,,,,,,0.2,0.38,0.18,0.44,0.69,0.43,0.0,0.02,0.09,0.07,0.13,0.04,0.19,0.0,0.08,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.67,0.33
332,GNB,2010,Guinea-Bissau,Sub-Saharan Africa,SSF,ilap,Lower education,987622,0.34,0.23,0.37,0.05,0.33,0.61,0.46,0.42,0.03,429431.64,0.72,0.65,0.18,0.71,0.43,0.98,0.02,0.98,0.02,0.05,0.95,0.0,,,,,,0.02,0.8,0.04,0.16,0.18,0.15,0.0,0.01,0.0,0.02,0.09,0.01,0.04,0.0,0.01,,,,,,,,,,,,,,,,,,,,,,,,,0.61,0.3,0.09,0.0
333,GNB,2010,Guinea-Bissau,Sub-Saharan Africa,SSF,ilap,Male,709342,0.44,0.22,0.31,0.03,0.39,0.53,0.46,0.42,0.03,285738.26,0.77,,0.1,0.73,0.45,0.95,0.05,0.94,0.06,0.16,0.84,0.0,,,,,,0.08,0.68,0.1,0.22,,0.2,0.0,0.02,0.03,0.06,0.08,0.03,0.07,0.0,0.03,,,,,,,,,,,,,,,,,,,,,,,,,0.32,0.27,0.3,0.11
334,GNB,2010,Guinea-Bissau,Sub-Saharan Africa,SSF,ilap,Old worker,473722,0.0,0.0,1.0,0.0,0.42,1.0,0.46,0.42,0.03,361162.6,0.76,0.68,,0.74,0.46,0.97,0.03,,,0.13,0.87,0.0,,,,,,0.07,0.68,0.08,0.24,0.24,,0.01,0.01,0.03,0.04,0.12,0.02,0.07,0.0,0.03,,,,,,,,,,,,,,,,,,,,,,,,,0.59,0.17,0.15,0.1
335,GNB,2010,Guinea-Bissau,Sub-Saharan Africa,SSF,ilap,Rural,887467,0.46,0.19,0.31,0.04,0.0,0.5,0.46,0.42,0.03,351509.9,0.79,0.73,0.16,0.78,0.43,0.99,0.01,0.99,0.01,0.03,0.97,0.0,,,,,,0.01,0.92,0.03,0.06,0.06,0.06,0.01,0.0,0.01,0.01,0.04,0.0,0.01,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.62,0.23,0.12,0.02
336,GNB,2010,Guinea-Bissau,Sub-Saharan Africa,SSF,ilap,Total,1462541,0.42,0.22,0.32,0.03,0.39,0.54,0.85,0.78,0.06,546174.43,0.69,0.62,0.16,0.66,0.45,0.96,0.04,0.95,0.05,0.1,0.9,0.0,,,,,,0.05,0.72,0.07,0.21,0.23,0.2,0.0,0.01,0.02,0.03,0.1,0.02,0.07,0.0,0.02,,,,,,,,,,,,,,,,,,,,,,,,,0.47,0.23,0.22,0.08
337,GNB,2010,Guinea-Bissau,Sub-Saharan Africa,SSF,ilap,Urban,575074,0.37,0.26,0.35,0.02,1.0,0.6,0.46,0.42,0.03,194664.53,0.56,0.47,0.17,0.51,0.5,0.9,0.1,0.87,0.13,0.25,0.75,0.0,,,,,,0.13,0.33,0.14,0.52,0.61,0.54,0.0,0.02,0.04,0.08,0.22,0.05,0.2,0.0,0.06,,,,,,,,,,,,,,,,,,,,,,,,,0.27,0.22,0.36,0.15
338,GNB,2010,Guinea-Bissau,Sub-Saharan Africa,SSF,ilap,Young worker,317819,0.0,1.0,0.0,0.0,0.46,1.0,0.46,0.42,0.03,185011.83,0.58,0.53,0.16,0.55,0.44,0.95,0.05,0.95,0.05,0.04,0.96,0.0,,,,,,0.01,0.8,0.03,0.17,0.2,0.2,0.0,0.01,0.0,0.02,0.07,0.01,0.08,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.3,0.32,0.33,0.05
339,GTM,2011,Guatemala,Latin America and Caribbean,LCN,encov,Female,7469227,0.36,0.21,0.37,0.05,0.49,0.59,0.44,0.39,0.05,2021112.0,0.47,0.47,0.4,0.44,0.12,0.94,0.06,0.91,0.09,0.52,0.47,0.01,0.81,0.19,0.4,0.19,0.19,0.07,0.16,0.2,0.64,0.84,0.84,0.0,0.19,0.0,0.0,0.32,0.01,0.04,0.16,0.12,0.08,0.09,0.06,0.04,0.2,0.05,0.11,0.02,0.35,0.0,43.0,0.44,0.28,9.5,8.94,2.52,1709.43,1609.4,454.43,944.5,1536.02,1924.8,,2.74,0.33,0.0,0.67,0.0
340,GTM,2011,Guatemala,Latin America and Caribbean,LCN,encov,Higher education,11881586,0.42,0.24,0.31,0.02,0.52,0.55,0.44,0.39,0.05,4402677.0,0.68,0.49,0.2,0.66,0.16,0.96,0.04,0.95,0.05,0.63,0.34,0.02,0.78,0.22,0.38,0.22,0.22,0.07,0.27,0.22,0.5,0.9,0.65,0.0,0.15,0.0,0.07,0.24,0.04,0.05,0.13,0.05,0.06,0.08,0.05,0.04,0.14,0.09,0.15,0.05,0.33,0.0,43.0,0.26,0.34,9.78,9.21,2.6,1760.02,1657.03,467.88,1218.48,1746.58,2149.87,1.04,2.74,0.0,0.0,1.0,0.0
